parent,label,date,lon,lat,confirmed,recovered,deaths
global,Irak,2020-02-25,44,33,1,0,0
global,Taiwan,2020-02-25,121,23.7,31,5,1
USA,"San Diego County, CA",2020-02-25,-117.1611,32.7157,2,1,0
global,Japan,2020-02-25,138,36,170,22,1
USA,"San Benito, CA",2020-02-25,-120.9876,36.5761,2,0,0
USA,"Sacramento County, CA",2020-02-25,-121.3542,38.4747,1,0,0
USA,"Humboldt County, CA",2020-02-25,-123.8695,40.745,1,0,0
China,Fujian,2020-02-25,117.9874,26.0789,294,199,1
China,Tianjin,2020-02-25,117.323,39.3054,135,91,3
global,Singapur,2020-02-25,103.8333,1.2833,91,53,0
USA,"Kreuzfahrtschiff ""Diamond Princess""",2020-02-25,139.638,35.4437,36,0,0
China,Hubei (Wuhan),2020-02-25,112.2707,30.9756,64786,18971,2563
China,Shanxi,2020-02-25,112.2922,37.5777,133,98,0
global,Vietnam,2020-02-25,108,16,16,16,0
China,Hebei,2020-02-25,116.1306,39.549,311,248,6
global,Nepal,2020-02-25,84.25,28.1667,1,1,0
USA,"Los Angeles, CA",2020-02-25,-118.2437,34.0522,1,0,0
global,Thailand,2020-02-25,101,15,37,22,0
global,Iran,2020-02-25,53,32,95,0,16
China,Guizhou,2020-02-25,106.8748,26.8154,146,104,2
global,Südkorea,2020-02-25,128,36,977,22,10
China,Xinjiang,2020-02-25,85.2401,41.1129,76,30,2
global,Malaysia,2020-02-25,112.5,2.5,22,18,0
global,Russland,2020-02-25,90,60,2,2,0
global,Frankreich,2020-02-25,2.2137,46.2276,14,11,1
China,Ningxia,2020-02-25,106.1655,37.2692,71,61,0
China,Guangdong,2020-02-25,113.4244,23.3417,1347,822,7
China,Shanghai,2020-02-25,121.4491,31.202,336,268,3
China,Guangxi,2020-02-25,108.7881,23.8298,252,134,2
global,Israel,2020-02-25,35,31,1,0,0
China,Qinghai,2020-02-25,95.9956,35.7452,18,18,0
Kanada,British Columbia,2020-02-25,-123.1207,49.2827,7,0,0
Kanada,Ontario,2020-02-25,-85.3232,51.2538,4,3,0
USA,"King County, WA",2020-02-25,-122.3321,47.6062,1,1,0
China,Jilin,2020-02-25,126.1923,43.6661,93,63,1
global,Österreich,2020-02-25,14.5501,47.5162,2,0,0
USA,"Suffolk County, MA",2020-02-25,-71.0589,42.3601,1,0,0
Australien,New South Wales,2020-02-25,151.2093,-33.8688,4,4,0
China,Henan,2020-02-25,113.614,33.882,1271,1002,19
global,Schweiz,2020-02-25,8.2275,46.8182,1,0,0
China,Hainan,2020-02-25,109.7453,19.1959,168,124,5
China,Gansu,2020-02-25,101.0583,37.8099,91,80,2
China,Peking (Beijing),2020-02-25,116.4142,40.1824,400,215,4
global,Kroatien,2020-02-25,15.2,45.1,1,0,0
Australien,Victoria,2020-02-25,144.9631,-37.8136,4,4,0
China,Zhejiang,2020-02-25,120.0934,29.1832,1205,808,1
China,Macau,2020-02-25,113.55,22.1667,10,7,0
global,Algerien,2020-02-25,1.6596,28.0339,1,0,0
China,Hunan,2020-02-25,111.7088,27.6104,1016,768,4
Australien,Queensland,2020-02-25,153.4,-28.0167,5,1,0
USA,"Cook County, IL",2020-02-25,-87.6976,41.7377,2,2,0
global,Kuwait,2020-02-25,47.75,29.5,11,0,0
global,Bahrain,2020-02-25,50.55,26.0275,23,0,0
global,Kambodscha,2020-02-25,104.9167,11.55,1,1,0
China,Anhui,2020-02-25,117.2264,31.8257,989,712,6
global,Afghanistan,2020-02-25,65,33,1,0,0
global,Sri Lanka,2020-02-25,81,7,1,1,0
China,Hong Kong,2020-02-25,114.2,22.3,84,19,2
global,Oman,2020-02-25,57,21,2,0,0
USA,"Orange County, CA",2020-02-25,-117.8531,33.7879,1,0,0
China,Jiangxi,2020-02-25,115.7221,27.614,934,683,1
global,Großbritannien,2020-02-25,-3.436,55.3781,13,8,0
global,Finnland,2020-02-25,26,64,1,1,0
China,Tibet,2020-02-25,88.0924,31.6927,1,1,0
China,Innere Mongolei,2020-02-25,113.9448,44.0935,75,35,0
global,Libanon,2020-02-25,35.8623,33.8547,1,0,0
Australien,"Kreuzfahrtschiff ""Diamond Princess""",2020-02-25,139.638,35.4437,7,0,0
China,Yunnan,2020-02-25,101.487,24.974,174,129,2
China,Shandong,2020-02-25,118.1498,36.3427,756,355,6
China,Heilongjiang,2020-02-25,127.7615,47.862,480,243,12
global,Vereinigte Arabische Emirate,2020-02-25,54,24,13,4,0
Deutschland,Baden-Württemberg,2020-02-25,9.147687,48.606091,1,0,0
global,Ägypten,2020-02-25,30,26,1,0,0
USA,"Maricopa County, AZ",2020-02-25,-112.4291,33.2918,1,1,0
China,Shaanxi,2020-02-25,108.8701,35.1917,245,186,1
Kreuzfahrtschiffe und Sonstige,"Kreuzfahrtschiff ""Diamond Princess""",2020-02-25,139.638,35.4437,691,0,3
Deutschland,Bayern,2020-02-25,11.658165,48.768814,14,13,0
global,Philippinen,2020-02-25,122,13,3,1,1
global,Belgien,2020-02-25,4,50.8333,1,1,0
China,Jiangsu,2020-02-25,119.455,32.9711,631,458,0
Deutschland,Nordrhein-Westfalen,2020-02-25,7.385313,51.510157,1,0,0
Australien,South Australia,2020-02-25,138.6007,-34.9285,2,2,0
Deutschland,Repatriierte,2020-02-25,null,null,2,2,0
China,Liaoning,2020-02-25,122.6085,41.2956,121,83,1
global,Indien,2020-02-25,78,21,3,3,0
global,Spanien,2020-02-25,-4,40,6,2,0
China,Chongqing,2020-02-25,107.874,30.0572,576,372,6
China,Sichuan,2020-02-25,102.7103,30.6171,529,289,3
global,Schweden,2020-02-25,16,63,1,0,0
global,Italien,2020-02-25,12,43,322,1,10
USA,"Santa Clara County, CA",2020-02-25,-121.9552,37.3541,2,1,0
Australien,Victoria,2020-02-26,144.9631,-37.8136,4,4,0
USA,"Santa Clara County, CA",2020-02-26,-121.9552,37.3541,2,1,0
global,Italien,2020-02-26,12,43,453,3,12
USA,"San Diego County, CA",2020-02-26,-117.1611,32.7157,2,1,0
China,Fujian,2020-02-26,117.9874,26.0789,294,218,1
Deutschland,Bayern,2020-02-26,11.658165,48.768814,14,13,0
China,Shaanxi,2020-02-26,108.8701,35.1917,245,192,1
global,Schweden,2020-02-26,16,63,2,0,0
global,Taiwan,2020-02-26,121,23.7,32,5,1
Deutschland,Baden-Württemberg,2020-02-26,9.147687,48.606091,3,0,0
global,Japan,2020-02-26,138,36,189,22,2
China,Chongqing,2020-02-26,107.874,30.0572,576,384,6
USA,"San Benito, CA",2020-02-26,-120.9876,36.5761,2,0,0
China,Liaoning,2020-02-26,122.6085,41.2956,121,88,1
global,Indien,2020-02-26,78,21,3,3,0
global,Spanien,2020-02-26,-4,40,13,2,0
USA,"Sacramento County, CA",2020-02-26,-121.3542,38.4747,1,0,0
USA,"Humboldt County, CA",2020-02-26,-123.8695,40.745,1,0,0
China,Sichuan,2020-02-26,102.7103,30.6171,531,307,3
China,Tianjin,2020-02-26,117.323,39.3054,135,96,3
China,Jiangsu,2020-02-26,119.455,32.9711,631,478,0
USA,"Kreuzfahrtschiff ""Diamond Princess""",2020-02-26,139.638,35.4437,42,0,0
Australien,South Australia,2020-02-26,138.6007,-34.9285,2,2,0
global,Singapur,2020-02-26,103.8333,1.2833,93,62,0
Deutschland,Nordrhein-Westfalen,2020-02-26,7.385313,51.510157,2,0,0
China,Hubei (Wuhan),2020-02-26,112.2707,30.9756,65187,20969,2615
global,Thailand,2020-02-26,101,15,40,22,0
global,Philippinen,2020-02-26,122,13,3,1,1
global,Belgien,2020-02-26,4,50.8333,1,1,0
China,Hebei,2020-02-26,116.1306,39.549,312,261,6
Deutschland,Repatriierte,2020-02-26,null,null,2,2,0
China,Shanxi,2020-02-26,112.2922,37.5777,133,104,0
Kreuzfahrtschiffe und Sonstige,"Kreuzfahrtschiff ""Diamond Princess""",2020-02-26,139.638,35.4437,705,10,4
global,Nepal,2020-02-26,84.25,28.1667,1,1,0
global,Rumänien,2020-02-26,24.9668,45.9432,1,0,0
global,Vietnam,2020-02-26,108,16,16,16,0
global,Ägypten,2020-02-26,30,26,1,0,0
global,Iran,2020-02-26,53,32,139,49,19
global,Vereinigte Arabische Emirate,2020-02-26,54,24,13,4,0
USA,"Los Angeles, CA",2020-02-26,-118.2437,34.0522,1,0,0
China,Shandong,2020-02-26,118.1498,36.3427,756,377,6
China,Heilongjiang,2020-02-26,127.7615,47.862,480,249,12
global,Norwegen,2020-02-26,8.4689,60.472,1,0,0
China,Yunnan,2020-02-26,101.487,24.974,174,144,2
global,Nordmazedonien,2020-02-26,21.7453,41.6086,1,0,0
Australien,"Kreuzfahrtschiff ""Diamond Princess""",2020-02-26,139.638,35.4437,7,0,0
China,Guizhou,2020-02-26,106.8748,26.8154,146,104,2
USA,"Maricopa County, AZ",2020-02-26,-112.4291,33.2918,1,1,0
global,Libanon,2020-02-26,35.8623,33.8547,2,0,0
global,Griechenland,2020-02-26,21.8243,39.0742,1,0,0
global,Südkorea,2020-02-26,128,36,1261,22,12
global,Georgien,2020-02-26,43.3569,42.3154,1,0,0
global,Malaysia,2020-02-26,112.5,2.5,22,18,0
China,Tibet,2020-02-26,88.0924,31.6927,1,1,0
global,Finnland,2020-02-26,26,64,2,1,0
global,Frankreich,2020-02-26,2.2137,46.2276,18,11,2
global,Irak,2020-02-26,44,33,5,0,0
global,Brasilien,2020-02-26,-51.9253,-14.235,1,0,0
China,Innere Mongolei,2020-02-26,113.9448,44.0935,75,38,0
global,Russland,2020-02-26,90,60,2,2,0
China,Jiangxi,2020-02-26,115.7221,27.614,934,719,1
global,Großbritannien,2020-02-26,-3.436,55.3781,13,8,0
China,Ningxia,2020-02-26,106.1655,37.2692,71,65,0
USA,"Orange County, CA",2020-02-26,-117.8531,33.7879,1,0,0
China,Jilin,2020-02-26,126.1923,43.6661,93,65,1
global,Pakistan,2020-02-26,69.3451,30.3753,2,0,0
global,Oman,2020-02-26,57,21,4,0,0
China,Shanghai,2020-02-26,121.4491,31.202,337,272,3
China,Hong Kong,2020-02-26,114.2,22.3,91,24,2
China,Guangdong,2020-02-26,113.4244,23.3417,1347,851,7
global,Sri Lanka,2020-02-26,81,7,1,1,0
Kanada,Ontario,2020-02-26,-85.3232,51.2538,4,3,0
global,Afghanistan,2020-02-26,65,33,1,0,0
global,Israel,2020-02-26,35,31,2,0,0
USA,"Suffolk County, MA",2020-02-26,-71.0589,42.3601,1,0,0
Kanada,British Columbia,2020-02-26,-123.1207,49.2827,7,0,0
China,Anhui,2020-02-26,117.2264,31.8257,989,744,6
global,Kambodscha,2020-02-26,104.9167,11.55,1,1,0
global,Österreich,2020-02-26,14.5501,47.5162,2,0,0
global,Bahrain,2020-02-26,50.55,26.0275,33,0,0
China,Guangxi,2020-02-26,108.7881,23.8298,252,147,2
China,Qinghai,2020-02-26,95.9956,35.7452,18,18,0
USA,"Cook County, IL",2020-02-26,-87.6976,41.7377,2,2,0
USA,"King County, WA",2020-02-26,-122.3321,47.6062,1,1,0
China,Hunan,2020-02-26,111.7088,27.6104,1016,783,4
Australien,New South Wales,2020-02-26,151.2093,-33.8688,4,4,0
global,Kuwait,2020-02-26,47.75,29.5,26,0,0
China,Henan,2020-02-26,113.614,33.882,1271,1033,19
Australien,Queensland,2020-02-26,153.4,-28.0167,5,1,0
global,Schweiz,2020-02-26,8.2275,46.8182,1,0,0
China,Hainan,2020-02-26,109.7453,19.1959,168,129,5
China,Peking (Beijing),2020-02-26,116.4142,40.1824,400,235,4
China,Macau,2020-02-26,113.55,22.1667,10,7,0
China,Xinjiang,2020-02-26,85.2401,41.1129,76,34,2
global,Algerien,2020-02-26,1.6596,28.0339,1,0,0
global,Kroatien,2020-02-26,15.2,45.1,3,0,0
China,Gansu,2020-02-26,101.0583,37.8099,91,81,2
China,Zhejiang,2020-02-26,120.0934,29.1832,1205,867,1
global,Libanon,2020-02-27,35.8623,33.8547,2,0,0
China,Zhejiang,2020-02-27,120.0934,29.1832,1205,932,1
China,Shaanxi,2020-02-27,108.8701,35.1917,245,195,1
China,Guangxi,2020-02-27,108.7881,23.8298,252,161,2
global,Algerien,2020-02-27,1.6596,28.0339,1,0,0
global,Kroatien,2020-02-27,15.2,45.1,3,0,0
China,Macau,2020-02-27,113.55,22.1667,10,8,0
China,Peking (Beijing),2020-02-27,116.4142,40.1824,410,248,5
China,Gansu,2020-02-27,101.0583,37.8099,91,81,2
China,Henan,2020-02-27,113.614,33.882,1272,1068,20
Australien,New South Wales,2020-02-27,151.2093,-33.8688,4,4,0
China,Xinjiang,2020-02-27,85.2401,41.1129,76,43,2
global,Schweiz,2020-02-27,8.2275,46.8182,8,0,0
USA,"King County, WA",2020-02-27,-122.3321,47.6062,1,1,0
global,Kuwait,2020-02-27,47.75,29.5,43,0,0
Australien,Queensland,2020-02-27,153.4,-28.0167,5,1,0
China,Hainan,2020-02-27,109.7453,19.1959,168,131,5
China,Hunan,2020-02-27,111.7088,27.6104,1017,804,4
China,Qinghai,2020-02-27,95.9956,35.7452,18,18,0
USA,"Cook County, IL",2020-02-27,-87.6976,41.7377,2,2,0
global,Bahrain,2020-02-27,50.55,26.0275,33,0,0
global,Dänemark,2020-02-27,9.5018,56.2639,1,0,0
global,Österreich,2020-02-27,14.5501,47.5162,3,0,0
Kanada,British Columbia,2020-02-27,-123.1207,49.2827,7,3,0
China,Anhui,2020-02-27,117.2264,31.8257,989,792,6
China,Innere Mongolei,2020-02-27,113.9448,44.0935,75,43,0
China,Guangdong,2020-02-27,113.4244,23.3417,1347,890,7
USA,"Suffolk County, MA",2020-02-27,-71.0589,42.3601,1,0,0
global,Afghanistan,2020-02-27,65,33,1,0,0
global,Israel,2020-02-27,35,31,3,1,0
global,Kambodscha,2020-02-27,104.9167,11.55,1,1,0
China,Yunnan,2020-02-27,101.487,24.974,174,150,2
global,Oman,2020-02-27,57,21,4,0,0
Kanada,Ontario,2020-02-27,-85.3232,51.2538,6,3,0
global,Sri Lanka,2020-02-27,81,7,1,1,0
global,Pakistan,2020-02-27,69.3451,30.3753,2,0,0
USA,"Orange County, CA",2020-02-27,-117.8531,33.7879,1,0,0
global,Großbritannien,2020-02-27,-3.436,55.3781,15,8,0
global,Russland,2020-02-27,90,60,2,2,0
China,Jiangxi,2020-02-27,115.7221,27.614,934,754,1
global,Irak,2020-02-27,44,33,7,0,0
global,Brasilien,2020-02-27,-51.9253,-14.235,1,0,0
global,Frankreich,2020-02-27,2.2137,46.2276,38,11,2
China,Fujian,2020-02-27,117.9874,26.0789,296,228,1
global,Malaysia,2020-02-27,112.5,2.5,23,18,0
China,Tibet,2020-02-27,88.0924,31.6927,1,1,0
global,Finnland,2020-02-27,26,64,2,1,0
global,Georgien,2020-02-27,43.3569,42.3154,1,0,0
China,Shanxi,2020-02-27,112.2922,37.5777,133,107,0
global,Südkorea,2020-02-27,128,36,1766,22,13
China,Hong Kong,2020-02-27,114.2,22.3,92,24,2
Australien,Victoria,2020-02-27,144.9631,-37.8136,4,4,0
global,Griechenland,2020-02-27,21.8243,39.0742,3,0,0
China,Ningxia,2020-02-27,106.1655,37.2692,72,68,0
China,Shanghai,2020-02-27,121.4491,31.202,337,276,3
Deutschland,Repatriierte,2020-02-27,null,null,2,2,0
Australien,"Kreuzfahrtschiff ""Diamond Princess""",2020-02-27,139.638,35.4437,8,0,0
Deutschland,Nordrhein-Westfalen,2020-02-27,7.385313,51.510157,4,0,0
global,Nordmazedonien,2020-02-27,21.7453,41.6086,1,0,0
global,Iran,2020-02-27,53,32,245,49,26
USA,"Los Angeles, CA",2020-02-27,-118.2437,34.0522,1,0,0
China,Heilongjiang,2020-02-27,127.7615,47.862,480,270,13
global,Norwegen,2020-02-27,8.4689,60.472,1,0,0
China,Shandong,2020-02-27,118.1498,36.3427,756,387,6
global,Ägypten,2020-02-27,30,26,1,0,0
China,Jilin,2020-02-27,126.1923,43.6661,93,67,1
China,Guizhou,2020-02-27,106.8748,26.8154,146,112,2
global,Vietnam,2020-02-27,108,16,16,16,0
global,Vereinigte Arabische Emirate,2020-02-27,54,24,13,4,0
global,Nepal,2020-02-27,84.25,28.1667,1,1,0
Deutschland,Bayern,2020-02-27,11.658165,48.768814,14,14,0
global,Rumänien,2020-02-27,24.9668,45.9432,1,0,0
Deutschland,Baden-Württemberg,2020-02-27,9.147687,48.606091,6,0,0
Kreuzfahrtschiffe und Sonstige,"Kreuzfahrtschiff ""Diamond Princess""",2020-02-27,139.638,35.4437,705,10,4
global,Belgien,2020-02-27,4,50.8333,1,1,0
global,Estland,2020-02-27,25.0136,58.5953,1,0,0
China,Hebei,2020-02-27,116.1306,39.549,317,274,6
China,Hubei (Wuhan),2020-02-27,112.2707,30.9756,65596,23383,2641
global,Philippinen,2020-02-27,122,13,3,1,1
global,Singapur,2020-02-27,103.8333,1.2833,93,62,0
global,Niederlande,2020-02-27,5.2913,52.1326,1,0,0
Australien,South Australia,2020-02-27,138.6007,-34.9285,2,2,0
China,Sichuan,2020-02-27,102.7103,30.6171,534,321,3
USA,"Kreuzfahrtschiff ""Diamond Princess""",2020-02-27,139.638,35.4437,42,0,0
USA,"Maricopa County, AZ",2020-02-27,-112.4291,33.2918,1,1,0
China,Jiangsu,2020-02-27,119.455,32.9711,631,498,0
global,San Marino,2020-02-27,12.4578,43.9424,1,0,0
global,Thailand,2020-02-27,101,15,40,22,0
USA,"Santa Clara County, CA",2020-02-27,-121.9552,37.3541,2,1,0
USA,"Humboldt County, CA",2020-02-27,-123.8695,40.745,1,0,0
China,Tianjin,2020-02-27,117.323,39.3054,136,102,3
global,Japan,2020-02-27,138,36,214,22,4
USA,"San Benito, CA",2020-02-27,-120.9876,36.5761,2,0,0
global,Spanien,2020-02-27,-4,40,15,2,0
USA,"Sacramento County, CA",2020-02-27,-121.3542,38.4747,2,0,0
global,Indien,2020-02-27,78,21,3,3,0
China,Chongqing,2020-02-27,107.874,30.0572,576,401,6
global,Taiwan,2020-02-27,121,23.7,32,5,1
global,Schweden,2020-02-27,16,63,7,0,0
China,Liaoning,2020-02-27,122.6085,41.2956,121,93,1
global,Italien,2020-02-27,12,43,655,45,17
USA,"San Diego County, CA",2020-02-27,-117.1611,32.7157,2,1,0
global,Kroatien,2020-02-28,15.2,45.1,5,0,0
global,Israel,2020-02-28,35,31,4,1,0
Australien,Victoria,2020-02-28,144.9631,-37.8136,4,4,0
global,Afghanistan,2020-02-28,65,33,1,0,0
global,Singapur,2020-02-28,103.8333,1.2833,93,62,0
China,Anhui,2020-02-28,117.2264,31.8257,990,821,6
Kanada,Ontario,2020-02-28,-85.3232,51.2538,6,3,0
global,Russland,2020-02-28,90,60,2,2,0
China,Guangxi,2020-02-28,108.7881,23.8298,252,168,2
China,Jilin,2020-02-28,126.1923,43.6661,93,73,1
global,Pakistan,2020-02-28,69.3451,30.3753,2,0,0
global,Finnland,2020-02-28,26,64,2,1,0
China,Innere Mongolei,2020-02-28,113.9448,44.0935,75,45,0
global,Frankreich,2020-02-28,2.2137,46.2276,57,11,2
China,Shandong,2020-02-28,118.1498,36.3427,756,405,6
Deutschland,Nordrhein-Westfalen,2020-02-28,7.385313,51.510157,25,0,0
USA,"Suffolk County, MA",2020-02-28,-71.0589,42.3601,1,1,0
global,Bahrain,2020-02-28,50.55,26.0275,36,0,0
global,Brasilien,2020-02-28,-51.9253,-14.235,1,0,0
Kanada,Quebec,2020-02-28,-73.5491,52.9399,1,0,0
China,Heilongjiang,2020-02-28,127.7615,47.862,480,283,13
global,Ägypten,2020-02-28,30,26,1,1,0
China,Hunan,2020-02-28,111.7088,27.6104,1017,830,4
global,Italien,2020-02-28,12,43,888,46,21
global,Japan,2020-02-28,138,36,228,22,4
China,Shaanxi,2020-02-28,108.8701,35.1917,245,199,1
global,Georgien,2020-02-28,43.3569,42.3154,1,0,0
China,Shanxi,2020-02-28,112.2922,37.5777,133,112,0
Australien,New South Wales,2020-02-28,151.2093,-33.8688,4,4,0
global,Südkorea,2020-02-28,128,36,2337,22,13
Australien,Queensland,2020-02-28,153.4,-28.0167,5,1,0
global,Kuwait,2020-02-28,47.75,29.5,45,0,0
Deutschland,Hessen,2020-02-28,9.217535,50.758489,2,0,0
China,Hong Kong,2020-02-28,114.2,22.3,94,30,2
global,Griechenland,2020-02-28,21.8243,39.0742,4,0,0
China,Gansu,2020-02-28,101.0583,37.8099,91,82,2
global,Dänemark,2020-02-28,9.5018,56.2639,1,0,0
China,Macau,2020-02-28,113.55,22.1667,10,8,0
global,Schweden,2020-02-28,16,63,7,0,0
Deutschland,Schleswig-Holstein,2020-02-28,9.713017,54.1882542,1,0,0
Australien,"Kreuzfahrtschiff ""Diamond Princess""",2020-02-28,139.638,35.4437,8,0,0
global,Nordmazedonien,2020-02-28,21.7453,41.6086,1,0,0
China,Ningxia,2020-02-28,106.1655,37.2692,72,68,0
USA,"Los Angeles, CA",2020-02-28,-118.2437,34.0522,1,0,0
global,Iran,2020-02-28,53,32,388,73,34
China,Chongqing,2020-02-28,107.874,30.0572,576,422,6
global,Vereinigte Arabische Emirate,2020-02-28,54,24,19,5,0
global,Vietnam,2020-02-28,108,16,16,16,0
global,Algerien,2020-02-28,1.6596,28.0339,1,0,0
China,Peking (Beijing),2020-02-28,116.4142,40.1824,410,257,7
global,Norwegen,2020-02-28,8.4689,60.472,6,0,0
China,Zhejiang,2020-02-28,120.0934,29.1832,1205,975,1
global,Thailand,2020-02-28,101,15,41,28,0
global,Libanon,2020-02-28,35.8623,33.8547,2,0,0
global,Nepal,2020-02-28,84.25,28.1667,1,1,0
USA,"Maricopa County, AZ",2020-02-28,-112.4291,33.2918,1,1,0
China,Jiangxi,2020-02-28,115.7221,27.614,935,790,1
China,Tibet,2020-02-28,88.0924,31.6927,1,1,0
global,Kambodscha,2020-02-28,104.9167,11.55,1,1,0
Deutschland,Bayern,2020-02-28,11.658165,48.768814,15,14,0
China,Fujian,2020-02-28,117.9874,26.0789,296,235,1
global,Rumänien,2020-02-28,24.9668,45.9432,3,0,0
Deutschland,Baden-Württemberg,2020-02-28,9.147687,48.606091,10,0,0
China,Guizhou,2020-02-28,106.8748,26.8154,146,112,2
global,Spanien,2020-02-28,-4,40,32,2,0
global,Großbritannien,2020-02-28,-3.436,55.3781,20,8,0
China,Hubei (Wuhan),2020-02-28,112.2707,30.9756,65914,26403,2682
USA,"King County, WA",2020-02-28,-122.3321,47.6062,1,1,0
global,Estland,2020-02-28,25.0136,58.5953,1,0,0
China,Henan,2020-02-28,113.614,33.882,1272,1112,20
global,Philippinen,2020-02-28,122,13,3,1,1
global,Irak,2020-02-28,44,33,7,0,0
China,Jiangsu,2020-02-28,119.455,32.9711,631,515,0
global,Nigeria,2020-02-28,8.6753,9.082,1,0,0
global,Malaysia,2020-02-28,112.5,2.5,23,18,0
global,Niederlande,2020-02-28,5.2913,52.1326,1,0,0
global,Schweiz,2020-02-28,8.2275,46.8182,8,0,0
China,Sichuan,2020-02-28,102.7103,30.6171,538,338,3
Kanada,British Columbia,2020-02-28,-123.1207,49.2827,7,3,0
China,Hebei,2020-02-28,116.1306,39.549,318,277,6
USA,"Santa Clara County, CA",2020-02-28,-121.9552,37.3541,2,1,0
Australien,South Australia,2020-02-28,138.6007,-34.9285,2,2,0
global,San Marino,2020-02-28,12.4578,43.9424,1,0,0
USA,"Kreuzfahrtschiff ""Diamond Princess""",2020-02-28,139.638,35.4437,44,0,0
China,Qinghai,2020-02-28,95.9956,35.7452,18,18,0
global,Sri Lanka,2020-02-28,81,7,1,1,0
China,Xinjiang,2020-02-28,85.2401,41.1129,76,52,3
USA,"Humboldt County, CA",2020-02-28,-123.8695,40.745,1,0,0
global,Neuseeland,2020-02-28,174.886,-40.9006,1,0,0
global,Belarus,2020-02-28,27.9534,53.7098,1,0,0
USA,"San Benito, CA",2020-02-28,-120.9876,36.5761,2,0,0
China,Shanghai,2020-02-28,121.4491,31.202,337,279,3
China,Tianjin,2020-02-28,117.323,39.3054,136,102,3
global,Oman,2020-02-28,57,21,4,0,0
Kreuzfahrtschiffe und Sonstige,"Kreuzfahrtschiff ""Diamond Princess""",2020-02-28,139.638,35.4437,705,10,6
global,Taiwan,2020-02-28,121,23.7,34,6,1
global,Österreich,2020-02-28,14.5501,47.5162,3,0,0
Deutschland,Repatriierte,2020-02-28,null,null,2,2,0
global,Island,2020-02-28,-19.0208,64.9631,1,0,0
China,Hainan,2020-02-28,109.7453,19.1959,168,133,5
USA,"Sacramento County, CA",2020-02-28,-121.3542,38.4747,2,0,0
China,Yunnan,2020-02-28,101.487,24.974,174,156,2
global,Indien,2020-02-28,78,21,3,3,0
China,Guangdong,2020-02-28,113.4244,23.3417,1348,935,7
global,Mexiko,2020-02-28,-102.5528,23.6345,1,0,0
global,Litauen,2020-02-28,23.8813,55.1694,1,0,0
USA,"San Diego County, CA",2020-02-28,-117.1611,32.7157,2,1,0
USA,"Orange County, CA",2020-02-28,-117.8531,33.7879,1,0,0
USA,"Cook County, IL",2020-02-28,-87.6976,41.7377,2,2,0
China,Liaoning,2020-02-28,122.6085,41.2956,121,93,1
global,Belgien,2020-02-28,4,50.8333,1,1,0
global,Bahrain,2020-02-29,50.55,26.0275,41,0,0
global,Litauen,2020-02-29,23.8813,55.1694,1,0,0
China,Tianjin,2020-02-29,117.323,39.3054,136,109,3
global,Mexiko,2020-02-29,-102.5528,23.6345,4,0,0
USA,"Sacramento County, CA",2020-02-29,-121.3542,38.4747,2,0,0
global,Island,2020-02-29,-19.0208,64.9631,1,0,0
global,Taiwan,2020-02-29,121,23.7,39,9,1
global,Belarus,2020-02-29,27.9534,53.7098,1,0,0
USA,"San Benito, CA",2020-02-29,-120.9876,36.5761,2,0,0
USA,"Humboldt County, CA",2020-02-29,-123.8695,40.745,1,0,0
global,Neuseeland,2020-02-29,174.886,-40.9006,1,0,0
USA,"Kreuzfahrtschiff ""Diamond Princess""",2020-02-29,139.638,35.4437,44,0,0
global,San Marino,2020-02-29,12.4578,43.9424,1,0,0
USA,"Snohomish County, WA",2020-02-29,-121.8339,48.033,1,0,0
USA,"Washington County, OR",2020-02-29,-123.1386,45.547,1,0,0
global,Niederlande,2020-02-29,5.2913,52.1326,6,0,0
China,Guizhou,2020-02-29,106.8748,26.8154,146,112,2
global,Nigeria,2020-02-29,8.6753,9.082,1,0,0
global,Estland,2020-02-29,25.0136,58.5953,1,0,0
China,Hubei (Wuhan),2020-02-29,112.2707,30.9756,66337,28993,2727
global,Rumänien,2020-02-29,24.9668,45.9432,3,0,0
global,Thailand,2020-02-29,101,15,42,28,0
China,Ningxia,2020-02-29,106.1655,37.2692,73,69,0
global,Norwegen,2020-02-29,8.4689,60.472,15,0,0
global,Vietnam,2020-02-29,108,16,16,16,0
Australien,Western Australia,2020-02-29,115.8605,-31.9505,2,0,0
global,Iran,2020-02-29,53,32,593,123,43
USA,"Los Angeles, CA",2020-02-29,-118.2437,34.0522,1,0,0
global,Nordmazedonien,2020-02-29,21.7453,41.6086,1,0,0
global,Griechenland,2020-02-29,21.8243,39.0742,4,0,0
global,Südkorea,2020-02-29,128,36,3150,27,16
global,Georgien,2020-02-29,43.3569,42.3154,1,0,0
global,Irland,2020-02-29,-7.6921,53.1424,1,0,0
Kanada,Quebec,2020-02-29,-73.5491,52.9399,1,0,0
global,Brasilien,2020-02-29,-51.9253,-14.235,2,0,0
global,Frankreich,2020-02-29,2.2137,46.2276,100,12,2
global,Pakistan,2020-02-29,69.3451,30.3753,4,0,0
China,Shanxi,2020-02-29,112.2922,37.5777,133,114,0
global,Luxemburg,2020-02-29,6.1296,49.8153,1,0,0
Kanada,Ontario,2020-02-29,-85.3232,51.2538,11,3,0
global,Russland,2020-02-29,90,60,2,2,0
China,Hainan,2020-02-29,109.7453,19.1959,168,148,5
global,Israel,2020-02-29,35,31,7,1,0
